player,salary,season,season_end,season_start,team
Mahmoud Abdul-Rauf,3100000,1996-97,1997,1996,Sacramento Kings
Mahmoud Abdul-Rauf,3300000,1997-98,1998,1997,Sacramento Kings
Mahmoud Abdul-Rauf,798500,2000-01,2001,2000,Vancouver Grizzlies
Tariq Abdul-Wahad,1226880,1997-98,1998,1997,Sacramento Kings
Tariq Abdul-Wahad,1411000,1998-99,1999,1998,Sacramento Kings
Tariq Abdul-Wahad,1594920,1999-00,2000,1999,Denver Nuggets
Tariq Abdul-Wahad,4500000,2000-01,2001,2000,Denver Nuggets
Tariq Abdul-Wahad,5062500,2001-02,2002,2001,Denver Nuggets
Tariq Abdul-Wahad,5625000,2002-03,2003,2002,Dallas Mavericks
Tariq Abdul-Wahad,6187500,2003-04,2004,2003,Dallas Mavericks
Tariq Abdul-Wahad,6750000,2004-05,2005,2004,Dallas Mavericks
Tariq Abdul-Wahad,3656250,2005-06,2006,2005,Dallas Mavericks
Tariq Abdul-Wahad,1968750,2006-07,2007,2006,Dallas Mavericks
Shareef Abdur-Rahim,2186000,1996-97,1997,1996,Vancouver Grizzlies
Shareef Abdur-Rahim,9000000,1999-00,2000,1999,Vancouver Grizzlies
Shareef Abdur-Rahim,10130000,2000-01,2001,2000,Vancouver Grizzlies
Shareef Abdur-Rahim,11250000,2001-02,2002,2001,Atlanta Hawks
Shareef Abdur-Rahim,12375000,2002-03,2003,2002,Atlanta Hawks
Shareef Abdur-Rahim,13500000,2003-04,2004,2003,Atlanta Hawks
Danny Young,150000,1994-95,1995,1994,Milwaukee Bucks
Shareef Abdur-Rahim,14625000,2004-05,2005,2004,Portland Trail Blazers
Shareef Abdur-Rahim,5000000,2005-06,2006,2005,Sacramento Kings
Shareef Abdur-Rahim,5400000,2006-07,2007,2006,Sacramento Kings
Shareef Abdur-Rahim,5800000,2007-08,2008,2007,Sacramento Kings
Shareef Abdur-Rahim,6600000,2009-10,2010,2009,Sacramento Kings
Alex Abrines,5994764,2016-17,2017,2016,Oklahoma City Thunder
Alex Abrines,5725000,2017-18,2018,2017,Oklahoma City Thunder
Alex Acker,398762,2005-06,2006,2005,Detroit Pistons
Alex Acker,839209,2006-07,2007,2006,Detroit Pistons
Alex Acker,711517,2008-09,2009,2008,Los Angeles Clippers
Mark Acres,75000,1987-88,1988,1987,Boston Celtics
Mark Acres,300000,1988-89,1989,1988,Boston Celtics
Mark Acres,437000,1990-91,1991,1990,Orlando Magic
Mark Acres,547000,1991-92,1992,1991,Orlando Magic
Mark Acres,250000,1992-93,1993,1992,Houston Rockets
Quincy Acy,665000,2012-13,2013,2012,Toronto Raptors
Quincy Acy,788872,2013-14,2014,2013,Toronto Raptors
Quincy Acy,915243,2014-15,2015,2014,New York Knicks
Quincy Acy,981348,2015-16,2016,2015,Sacramento Kings
Quincy Acy,1914544,2016-17,2017,2016,Brooklyn Nets
Quincy Acy,1050961,2016-17,2017,2016,Dallas Mavericks
Quincy Acy,1709538,2017-18,2018,2017,Brooklyn Nets
Alvan Adams,500000,1984-85,1985,1984,Phoenix Suns
Alvan Adams,600000,1985-86,1986,1985,Phoenix Suns
Alvan Adams,675000,1987-88,1988,1987,Phoenix Suns
Hassan Adams,412718,2006-07,2007,2006,New Jersey Nets
Hassan Adams,297163,2008-09,2009,2008,Los Angeles Clippers
Jordan Adams,1344120,2014-15,2015,2014,Memphis Grizzlies
Jordan Adams,1404600,2015-16,2016,2015,Memphis Grizzlies
Jordan Adams,1465080,2016-17,2017,2016,Memphis Grizzlies
Michael Adams,85000,1985-86,1986,1985,Sacramento Kings
Michael Adams,160000,1987-88,1988,1987,Denver Nuggets
Michael Adams,375000,1988-89,1989,1988,Denver Nuggets
Michael Adams,825000,1990-91,1991,1990,Denver Nuggets
Michael Adams,1309000,1991-92,1992,1991,Washington Bullets
Michael Adams,1309000,1992-93,1993,1992,Washington Bullets
Michael Adams,1309000,1993-94,1994,1993,Washington Bullets
Michael Adams,1240000,1994-95,1995,1994,Charlotte Hornets
Steven Adams,2090880,2013-14,2014,2013,Oklahoma City Thunder
Steven Adams,2184960,2014-15,2015,2014,Oklahoma City Thunder
Steven Adams,2279040,2015-16,2016,2015,Oklahoma City Thunder
Steven Adams,3140517,2016-17,2017,2016,Oklahoma City Thunder
Steven Adams,22471910,2017-18,2018,2017,Oklahoma City Thunder
Rafael Addison,311000,1991-92,1992,1991,New Jersey Nets
Rafael Addison,522000,1992-93,1993,1992,New Jersey Nets
Rafael Addison,250000,1994-95,1995,1994,Detroit Pistons
Rafael Addison,360000,1995-96,1996,1995,Charlotte Hornets
Rafael Addison,290000,1996-97,1997,1996,Charlotte Hornets
Bam Adebayo,2490360,2017-18,2018,2017,Miami Heat
Jeff Adrien,342666,2010-11,2011,2010,Golden State Warriors
Jeff Adrien,270427,2011-12,2012,2011,Houston Rockets
Jeff Adrien,804131,2012-13,2013,2012,Charlotte Bobcats
Jeff Adrien,916099,2013-14,2014,2013,Charlotte Bobcats
Jeff Adrien,981084,2014-15,2015,2014,Houston Rockets
Arron Afflalo,944520,2007-08,2008,2007,Detroit Pistons
Arron Afflalo,1015440,2008-09,2009,2008,Detroit Pistons
Arron Afflalo,1086240,2009-10,2010,2009,Denver Nuggets
Arron Afflalo,1959577,2010-11,2011,2010,Denver Nuggets
Arron Afflalo,7562500,2011-12,2012,2011,Denver Nuggets
Arron Afflalo,7750000,2012-13,2013,2012,Orlando Magic
Arron Afflalo,7312500,2013-14,2014,2013,Orlando Magic
Arron Afflalo,7750000,2014-15,2015,2014,Portland Trail Blazers
Arron Afflalo,8000000,2015-16,2016,2015,New York Knicks
Arron Afflalo,12500000,2016-17,2017,2016,Sacramento Kings
Arron Afflalo,1500000,2017-18,2018,2017,Sacramento Kings
Arron Afflalo,1471382,2017-18,2018,2017,Orlando Magic
Maurice Ager,906480,2006-07,2007,2006,Dallas Mavericks
Maurice Ager,974400,2007-08,2008,2007,New Jersey Nets
Maurice Ager,1042440,2008-09,2009,2008,New Jersey Nets
Maurice Ager,83305,2010-11,2011,2010,Minnesota Timberwolves
Mark Aguirre,800000,1984-85,1985,1984,Dallas Mavericks
Mark Aguirre,626240,1985-86,1986,1985,Dallas Mavericks
Mark Aguirre,715700,1987-88,1988,1987,Dallas Mavericks
Mark Aguirre,715700,1988-89,1989,1988,Dallas Mavericks
Mark Aguirre,1115000,1990-91,1991,1990,Detroit Pistons
Mark Aguirre,1232000,1991-92,1992,1991,Detroit Pistons
Mark Aguirre,1351000,1992-93,1993,1992,Detroit Pistons
Mark Aguirre,1471000,1993-94,1994,1993,Detroit Pistons
Mark Aguirre,150000,1993-94,1994,1993,Los Angeles Clippers
Blake Ahearn,125562,2008-09,2009,2008,San Antonio Spurs
Danny Ainge,400000,1984-85,1985,1984,Boston Celtics
Danny Ainge,550000,1985-86,1986,1985,Boston Celtics
Danny Ainge,625000,1987-88,1988,1987,Boston Celtics
Danny Ainge,675000,1988-89,1989,1988,Boston Celtics
Danny Ainge,725000,1990-91,1991,1990,Portland Trail Blazers
Danny Ainge,725000,1991-92,1992,1991,Portland Trail Blazers
Danny Ainge,1330000,1992-93,1993,1992,Phoenix Suns
Danny Ainge,1690000,1993-94,1994,1993,Phoenix Suns
Danny Ainge,2080000,1994-95,1995,1994,Phoenix Suns
Alexis Ajinca,1276320,2008-09,2009,2008,Charlotte Bobcats
Alexis Ajinca,1372080,2009-10,2010,2009,Charlotte Bobcats
Alexis Ajinca,1467840,2010-11,2011,2010,Toronto Raptors
Alexis Ajinca,981084,2014-15,2015,2014,New Orleans Pelicans
Alexis Ajinca,4300000,2015-16,2016,2015,New Orleans Pelicans
Alexis Ajinca,4600000,2016-17,2017,2016,New Orleans Pelicans
Alexis Ajinca,4961798,2017-18,2018,2017,New Orleans Pelicans
Josh Akognon,788872,2013-14,2014,2013,Memphis Grizzlies
Solomon Alabi,770000,2010-11,2011,2010,Toronto Raptors
Solomon Alabi,830000,2011-12,2012,2011,Toronto Raptors
Mark Alarie,232500,1987-88,1988,1987,Washington Bullets
Mark Alarie,250000,1988-89,1989,1988,Washington Bullets
Mark Alarie,500000,1990-91,1991,1990,Washington Bullets
Mark Alarie,550000,1991-92,1992,1991,Washington Bullets
Furkan Aldemir,3000000,2014-15,2015,2014,Philadelphia 76ers
Furkan Aldemir,3000000,2015-16,2016,2015,Philadelphia 76ers
Cole Aldrich,2126520,2010-11,2011,2010,Oklahoma City Thunder
Cole Aldrich,2286000,2011-12,2012,2011,Oklahoma City Thunder
Cole Aldrich,2445480,2012-13,2013,2012,Sacramento Kings
Cole Aldrich,981084,2014-15,2015,2014,New York Knicks
Cole Aldrich,1100600,2015-16,2016,2015,Los Angeles Clippers
Cole Aldrich,7643979,2016-17,2017,2016,Minnesota Timberwolves
Cole Aldrich,7300000,2017-18,2018,2017,Minnesota Timberwolves
LaMarcus Aldridge,4027320,2006-07,2007,2006,Portland Trail Blazers
LaMarcus Aldridge,4329360,2007-08,2008,2007,Portland Trail Blazers
LaMarcus Aldridge,4631400,2008-09,2009,2008,Portland Trail Blazers
LaMarcus Aldridge,5844827,2009-10,2010,2009,Portland Trail Blazers
LaMarcus Aldridge,11244000,2010-11,2011,2010,Portland Trail Blazers
LaMarcus Aldridge,12372000,2011-12,2012,2011,Portland Trail Blazers
LaMarcus Aldridge,13500000,2012-13,2013,2012,Portland Trail Blazers
LaMarcus Aldridge,14128000,2013-14,2014,2013,Portland Trail Blazers
LaMarcus Aldridge,16006000,2014-15,2015,2014,Portland Trail Blazers
LaMarcus Aldridge,19500000,2015-16,2016,2015,San Antonio Spurs
LaMarcus Aldridge,20575005,2016-17,2017,2016,San Antonio Spurs
LaMarcus Aldridge,21461010,2017-18,2018,2017,San Antonio Spurs
Cliff Alexander,525093,2015-16,2016,2015,Portland Trail Blazers
Cliff Alexander,51449,2016-17,2017,2016,Brooklyn Nets
Cory Alexander,490000,1995-96,1996,1995,San Antonio Spurs
Cory Alexander,521000,1996-97,1997,1996,San Antonio Spurs
Cory Alexander,562380,1997-98,1998,1997,San Antonio Spurs
Cory Alexander,1980000,1999-00,2000,1999,Denver Nuggets
Cory Alexander,2160000,2000-01,2001,2000,Denver Nuggets
Cory Alexander,1995741,2001-02,2002,2001,Denver Nuggets
Cory Alexander,2149259,2002-03,2003,2002,Denver Nuggets
Cory Alexander,2302778,2003-04,2004,2003,Denver Nuggets
Courtney Alexander,1319400,2000-01,2001,2000,Dallas Mavericks
Courtney Alexander,1418400,2001-02,2002,2001,Washington Wizards
Courtney Alexander,1517280,2002-03,2003,2002,New Orleans Hornets
Courtney Alexander,2168193,2003-04,2004,2003,New Orleans Hornets
Courtney Alexander,79029,2004-05,2005,2004,Sacramento Kings
Gary Alexander,150000,1994-95,1995,1994,Cleveland Cavaliers
Joe Alexander,2403120,2008-09,2009,2008,Milwaukee Bucks
Joe Alexander,2583360,2009-10,2010,2009,Chicago Bulls
Joe Alexander,90465,2010-11,2011,2010,New Orleans Hornets
Victor Alexander,750000,1991-92,1992,1991,Golden State Warriors
Victor Alexander,942000,1992-93,1993,1992,Golden State Warriors
Victor Alexander,1160000,1993-94,1994,1993,Golden State Warriors
Victor Alexander,1377500,1994-95,1995,1994,Golden State Warriors
Victor Alexander,1595000,1995-96,1996,1995,Toronto Raptors
Victor Alexander,653350,2001-02,2002,2001,Detroit Pistons
Steve Alford,100000,1987-88,1988,1987,Dallas Mavericks
Steve Alford,150000,1988-89,1989,1988,Golden State Warriors
Steve Alford,250000,1990-91,1991,1990,Dallas Mavericks
Jarrett Allen,1713720,2017-18,2018,2017,Brooklyn Nets
Jerome Allen,200000,1995-96,1996,1995,Minnesota Timberwolves
Jerome Allen,247500,1996-97,1997,1996,Indiana Pacers
Jerome Allen,35000,1997-98,1998,1997,Cleveland Cavaliers
Jerome Allen,510000,1999-00,2000,1999,Milwaukee Bucks
Lavoy Allen,473604,2011-12,2012,2011,Philadelphia 76ers
Lavoy Allen,3000000,2012-13,2013,2012,Philadelphia 76ers
Lavoy Allen,3060000,2013-14,2014,2013,Philadelphia 76ers
Lavoy Allen,948163,2014-15,2015,2014,Indiana Pacers
Lavoy Allen,3700000,2015-16,2016,2015,Indiana Pacers
Lavoy Allen,4000000,2016-17,2017,2016,Indiana Pacers
Malik Allen,332817,2001-02,2002,2001,Miami Heat
Malik Allen,512435,2002-03,2003,2002,Miami Heat
Malik Allen,1510000,2003-04,2004,2003,Miami Heat
Malik Allen,1950625,2004-05,2005,2004,Miami Heat
Malik Allen,1670000,2005-06,2006,2005,Chicago Bulls
Malik Allen,1803600,2006-07,2007,2006,Chicago Bulls
Malik Allen,998398,2007-08,2008,2007,Dallas Mavericks
Malik Allen,1300000,2008-09,2009,2008,Milwaukee Bucks
Malik Allen,1300000,2009-10,2010,2009,Denver Nuggets
Malik Allen,1229255,2010-11,2011,2010,Orlando Magic
Ray Allen,1785000,1996-97,1997,1996,Milwaukee Bucks
Ray Allen,2052360,1997-98,1998,1997,Milwaukee Bucks
Ray Allen,2320000,1998-99,1999,1998,Milwaukee Bucks
Ray Allen,9000000,1999-00,2000,1999,Milwaukee Bucks
Ray Allen,10130000,2000-01,2001,2000,Milwaukee Bucks
Ray Allen,11250000,2001-02,2002,2001,Milwaukee Bucks
Ray Allen,12375000,2002-03,2003,2002,Milwaukee Bucks
Ray Allen,13500000,2003-04,2004,2003,Seattle SuperSonics
Ray Allen,14625000,2004-05,2005,2004,Seattle SuperSonics
Ray Allen,13223140,2005-06,2006,2005,Seattle SuperSonics
Ray Allen,14611570,2006-07,2007,2006,Seattle SuperSonics
Ray Allen,16000000,2007-08,2008,2007,Boston Celtics
Ray Allen,18388430,2008-09,2009,2008,Boston Celtics
Ray Allen,18776860,2009-10,2010,2009,Boston Celtics
Ray Allen,10000000,2010-11,2011,2010,Boston Celtics
Ray Allen,10000000,2011-12,2012,2011,Boston Celtics
Ray Allen,3090000,2012-13,2013,2012,Miami Heat
Ray Allen,3229050,2013-14,2014,2013,Miami Heat
Tony Allen,901920,2004-05,2005,2004,Boston Celtics
Tony Allen,969696,2005-06,2006,2005,Boston Celtics
Tony Allen,1037280,2006-07,2007,2006,Boston Celtics
Tony Allen,1868141,2007-08,2008,2007,Boston Celtics
Tony Allen,2500000,2008-09,2009,2008,Boston Celtics
Tony Allen,2500000,2009-10,2010,2009,Boston Celtics
Tony Allen,3000000,2010-11,2011,2010,Memphis Grizzlies
Tony Allen,3150000,2011-12,2012,2011,Memphis Grizzlies
Tony Allen,3300000,2012-13,2013,2012,Memphis Grizzlies
Tony Allen,4494382,2013-14,2014,2013,Memphis Grizzlies
Tony Allen,4831461,2014-15,2015,2014,Memphis Grizzlies
Tony Allen,5168539,2015-16,2016,2015,Memphis Grizzlies
Tony Allen,5505618,2016-17,2017,2016,Memphis Grizzlies
Tony Allen,1471382,2017-18,2018,2017,Chicago Bulls
Morris Almond,1005960,2007-08,2008,2007,Utah Jazz
Morris Almond,1081440,2008-09,2009,2008,Utah Jazz
Derrick Alston,150000,1994-95,1995,1994,Philadelphia 76ers
Derrick Alston,350000,1995-96,1996,1995,Philadelphia 76ers
Rafer Alston,301875,1999-00,2000,1999,Milwaukee Bucks
Rafer Alston,423500,2000-01,2001,2000,Milwaukee Bucks
Rafer Alston,625000,2001-02,2002,2001,Milwaukee Bucks
Rafer Alston,37344,2002-03,2003,2002,Toronto Raptors
Rafer Alston,688679,2003-04,2004,2003,Miami Heat
Rafer Alston,3500000,2004-05,2005,2004,Toronto Raptors
Rafer Alston,3850000,2005-06,2006,2005,Houston Rockets
Rafer Alston,4200000,2006-07,2007,2006,Houston Rockets
Rafer Alston,4550000,2007-08,2008,2007,Houston Rockets
Rafer Alston,4900000,2008-09,2009,2008,Orlando Magic
Rafer Alston,4300000,2009-10,2010,2009,New Jersey Nets
Rafer Alston,753133,2009-10,2010,2009,Miami Heat
John Amaechi,200000,1995-96,1996,1995,Cleveland Cavaliers
John Amaechi,385000,1999-00,2000,1999,Orlando Magic
John Amaechi,600000,2000-01,2001,2000,Orlando Magic
John Amaechi,2175000,2001-02,2002,2001,Utah Jazz
John Amaechi,2392500,2002-03,2003,2002,Utah Jazz
John Amaechi,2610000,2003-04,2004,2003,New York Knicks
John Amaechi,1200000,2004-05,2005,2004,New York Knicks
Ashraf Amaya,225000,1995-96,1996,1995,Vancouver Grizzlies
Ashraf Amaya,247500,1996-97,1997,1996,Washington Bullets
Al-Farouq Aminu,2563320,2010-11,2011,2010,Los Angeles Clippers
Al-Farouq Aminu,2755560,2011-12,2012,2011,New Orleans Hornets
Al-Farouq Aminu,2947800,2012-13,2013,2012,New Orleans Hornets
Al-Farouq Aminu,3700000,2013-14,2014,2013,New Orleans Pelicans
Al-Farouq Aminu,981084,2014-15,2015,2014,Dallas Mavericks
Al-Farouq Aminu,7500000,2015-16,2016,2015,Portland Trail Blazers
Al-Farouq Aminu,7680965,2016-17,2017,2016,Portland Trail Blazers
Al-Farouq Aminu,7319035,2017-18,2018,2017,Portland Trail Blazers
Lou Amundson,105696,2006-07,2007,2006,Philadelphia 76ers
Lou Amundson,75000,2006-07,2007,2006,Sacramento Kings
Lou Amundson,35232,2006-07,2007,2006,Utah Jazz
Lou Amundson,687456,2007-08,2008,2007,Philadelphia 76ers
Lou Amundson,797581,2008-09,2009,2008,Phoenix Suns
Lou Amundson,855189,2009-10,2010,2009,Phoenix Suns
Lou Amundson,2225000,2010-11,2011,2010,Golden State Warriors
Lou Amundson,2403000,2011-12,2012,2011,Indiana Pacers
Lou Amundson,1069509,2012-13,2013,2012,Minnesota Timberwolves
Lou Amundson,409167,2014-15,2015,2014,New York Knicks
Lou Amundson,1650000,2015-16,2016,2015,New York Knicks
Lou Amundson,1551659,2016-17,2017,2016,New York Knicks
Chris Andersen,288171,2001-02,2002,2001,Denver Nuggets
Chris Andersen,512435,2002-03,2003,2002,Denver Nuggets
Chris Andersen,638679,2003-04,2004,2003,Denver Nuggets
Chris Andersen,1600000,2004-05,2005,2004,New Orleans Hornets
Chris Andersen,3500000,2005-06,2006,2005,New Orleans/Oklahoma City Hornets
Chris Andersen,998398,2008-09,2009,2008,Denver Nuggets
Chris Andersen,3650000,2009-10,2010,2009,Denver Nuggets
Chris Andersen,4533300,2010-11,2011,2010,Denver Nuggets
Chris Andersen,4234000,2011-12,2012,2011,Denver Nuggets
Chris Andersen,4526000,2012-13,2013,2012,Denver Nuggets
Chris Andersen,699952,2012-13,2013,2012,Miami Heat
Chris Andersen,1399507,2013-14,2014,2013,Miami Heat
Chris Andersen,5375000,2014-15,2015,2014,Miami Heat
Chris Andersen,5000000,2015-16,2016,2015,Memphis Grizzlies
Chris Andersen,1551659,2016-17,2017,2016,Charlotte Hornets
David Andersen,2300000,2009-10,2010,2009,Houston Rockets
David Andersen,2500000,2010-11,2011,2010,New Orleans Hornets
Alan Anderson,398762,2005-06,2006,2005,Charlotte Bobcats
Alan Anderson,102131,2006-07,2007,2006,Charlotte Bobcats
Alan Anderson,885120,2012-13,2013,2012,Toronto Raptors
Alan Anderson,947907,2013-14,2014,2013,Brooklyn Nets
Alan Anderson,1276061,2014-15,2015,2014,Brooklyn Nets
Alan Anderson,4000000,2015-16,2016,2015,Washington Wizards
Alan Anderson,1315448,2016-17,2017,2016,Los Angeles Clippers
Derek Anderson,1107240,1997-98,1998,1997,Cleveland Cavaliers
Derek Anderson,1273000,1998-99,1999,1998,Cleveland Cavaliers
Derek Anderson,1439400,1999-00,2000,1999,Los Angeles Clippers
Derek Anderson,2250000,2000-01,2001,2000,San Antonio Spurs
Derek Anderson,6495000,2001-02,2002,2001,Portland Trail Blazers
Derek Anderson,7144500,2002-03,2003,2002,Portland Trail Blazers
Derek Anderson,7794000,2003-04,2004,2003,Portland Trail Blazers
Derek Anderson,8443500,2004-05,2005,2004,Portland Trail Blazers
Derek Anderson,9093000,2005-06,2006,2005,Portland Trail Blazers
Derek Anderson,1670000,2005-06,2006,2005,Houston Rockets
Derek Anderson,9742500,2006-07,2007,2006,Portland Trail Blazers
Derek Anderson,901397,2006-07,2007,2006,Charlotte Bobcats
Derek Anderson,400000,2006-07,2007,2006,Miami Heat
Derek Anderson,1219590,2007-08,2008,2007,Charlotte Bobcats
Eric Anderson,140000,1992-93,1993,1992,New York Knicks
Eric Anderson,250000,1993-94,1994,1993,New York Knicks
Greg Anderson,185000,1987-88,1988,1987,San Antonio Spurs
Greg Anderson,200000,1988-89,1989,1988,San Antonio Spurs
Greg Anderson,1365000,1990-91,1991,1990,Denver Nuggets
Greg Anderson,1465000,1991-92,1992,1991,Denver Nuggets
Greg Anderson,650000,1993-94,1994,1993,Detroit Pistons
Greg Anderson,400000,1994-95,1995,1994,Detroit Pistons
Greg Anderson,110000,1994-95,1995,1994,Atlanta Hawks
Greg Anderson,485000,1995-96,1996,1995,San Antonio Spurs
Greg Anderson,584000,1996-97,1997,1996,San Antonio Spurs
Greg Anderson,272250,1997-98,1998,1997,Atlanta Hawks
James Anderson,1361400,2010-11,2011,2010,San Antonio Spurs
James Anderson,1463520,2011-12,2012,2011,San Antonio Spurs
James Anderson,472427,2012-13,2013,2012,Houston Rockets
James Anderson,145749,2012-13,2013,2012,San Antonio Spurs
James Anderson,916099,2013-14,2014,2013,Philadelphia 76ers
James Anderson,1015421,2015-16,2016,2015,Sacramento Kings
Justin Anderson,1449000,2015-16,2016,2015,Dallas Mavericks
Justin Anderson,1514160,2016-17,2017,2016,Philadelphia 76ers
Justin Anderson,1579440,2017-18,2018,2017,Philadelphia 76ers
Kenny Anderson,1828000,1991-92,1992,1991,New Jersey Nets
Kenny Anderson,2376000,1992-93,1993,1992,New Jersey Nets
Kenny Anderson,2925000,1993-94,1994,1993,New Jersey Nets
Kenny Anderson,3463200,1994-95,1995,1994,New Jersey Nets
Kenny Anderson,3898000,1995-96,1996,1995,New Jersey Nets
Kenny Anderson,4175000,1996-97,1997,1996,Portland Trail Blazers
Kenny Anderson,5010000,1997-98,1998,1997,Portland Trail Blazers
Kenny Anderson,5845000,1998-99,1999,1998,Boston Celtics
Kenny Anderson,6680000,1999-00,2000,1999,Boston Celtics
Kenny Anderson,7520000,2000-01,2001,2000,Boston Celtics
Kenny Anderson,8350000,2001-02,2002,2001,Boston Celtics
Kenny Anderson,9185000,2002-03,2003,2002,Seattle SuperSonics
Kenny Anderson,1070000,2003-04,2004,2003,Indiana Pacers
Kenny Anderson,1100000,2004-05,2005,2004,Atlanta Hawks
Kyle Anderson,1093680,2014-15,2015,2014,San Antonio Spurs
Kyle Anderson,1142879,2015-16,2016,2015,San Antonio Spurs
Kyle Anderson,1192080,2016-17,2017,2016,San Antonio Spurs
Kyle Anderson,2151704,2017-18,2018,2017,San Antonio Spurs
Nick Anderson,725000,1990-91,1991,1990,Orlando Magic
Nick Anderson,750000,1991-92,1992,1991,Orlando Magic
Nick Anderson,800000,1992-93,1993,1992,Orlando Magic
Nick Anderson,2670000,1993-94,1994,1993,Orlando Magic
Nick Anderson,3090000,1994-95,1995,1994,Orlando Magic
Nick Anderson,3200000,1995-96,1996,1995,Orlando Magic
Nick Anderson,3790000,1996-97,1997,1996,Orlando Magic
Nick Anderson,4000000,1997-98,1998,1997,Orlando Magic
Nick Anderson,3200000,1998-99,1999,1998,Orlando Magic
Nick Anderson,5051906,1999-00,2000,1999,Sacramento Kings
Nick Anderson,3750000,2000-01,2001,2000,Sacramento Kings
Nick Anderson,5401906,2001-02,2002,2001,Memphis Grizzlies
Nick Anderson,6101906,2002-03,2003,2002,Cleveland Cavaliers
Richard Anderson,150000,1987-88,1988,1987,Portland Trail Blazers
Richard Anderson,375000,1988-89,1989,1988,Portland Trail Blazers
Ron Anderson,115000,1985-86,1986,1985,Cleveland Cavaliers
Ron Anderson,200000,1987-88,1988,1987,Indiana Pacers
Ron Anderson,300000,1988-89,1989,1988,Philadelphia 76ers
Ron Anderson,425000,1990-91,1991,1990,Philadelphia 76ers
Ron Anderson,1000000,1991-92,1992,1991,Philadelphia 76ers
Ron Anderson,950000,1992-93,1993,1992,Philadelphia 76ers
Ron Anderson,300000,1993-94,1994,1993,Philadelphia 76ers
